subject_id,session_id,run_id,suffix,dir,acq,scan,QU_motion,QU_motion_source
sub-224653,ses-V02,2,epi,AP,,sub-224653/ses-V02/fmap/sub-224653_ses-V02_dir-AP_run-2_epi.nii.gz,1.0,SYNTHETIC
sub-224653,ses-V02,1,epi,PA,,sub-224653/ses-V02/fmap/sub-224653_ses-V02_dir-PA_run-1_epi.nii.gz,3.5,SYNTHETIC
sub-224653,ses-V02,2,epi,PA,,sub-224653/ses-V02/fmap/sub-224653_ses-V02_dir-PA_run-2_epi.nii.gz,3.5,SYNTHETIC
sub-234939,ses-V04,1,epi,AP,,sub-234939/ses-V04/fmap/sub-234939_ses-V04_dir-AP_run-1_epi.nii.gz,3.0,SYNTHETIC
sub-234939,ses-V04,2,epi,AP,,sub-234939/ses-V04/fmap/sub-234939_ses-V04_dir-AP_run-2_epi.nii.gz,2.5,SYNTHETIC
sub-234939,ses-V04,1,epi,PA,,sub-234939/ses-V04/fmap/sub-234939_ses-V04_dir-PA_run-1_epi.nii.gz,3.5,SYNTHETIC
sub-234939,ses-V04,2,epi,PA,,sub-234939/ses-V04/fmap/sub-234939_ses-V04_dir-PA_run-2_epi.nii.gz,1.5,SYNTHETIC
sub-239623,ses-V04,1,epi,AP,,sub-239623/ses-V04/fmap/sub-239623_ses-V04_dir-AP_run-1_epi.nii.gz,4.0,SYNTHETIC
sub-239623,ses-V04,2,epi,AP,,sub-239623/ses-V04/fmap/sub-239623_ses-V04_dir-AP_run-2_epi.nii.gz,2.5,SYNTHETIC
sub-239623,ses-V04,1,epi,PA,,sub-239623/ses-V04/fmap/sub-239623_ses-V04_dir-PA_run-1_epi.nii.gz,4.0,SYNTHETIC
sub-239623,ses-V04,2,epi,PA,,sub-239623/ses-V04/fmap/sub-239623_ses-V04_dir-PA_run-2_epi.nii.gz,1.5,SYNTHETIC
sub-240158,ses-V03,1,epi,AP,,sub-240158/ses-V03/fmap/sub-240158_ses-V03_dir-AP_run-1_epi.nii.gz,2.5,SYNTHETIC
sub-240158,ses-V03,2,epi,AP,,sub-240158/ses-V03/fmap/sub-240158_ses-V03_dir-AP_run-2_epi.nii.gz,3.0,SYNTHETIC
sub-240158,ses-V03,1,epi,PA,,sub-240158/ses-V03/fmap/sub-240158_ses-V03_dir-PA_run-1_epi.nii.gz,2.5,SYNTHETIC
sub-240158,ses-V03,2,epi,PA,,sub-240158/ses-V03/fmap/sub-240158_ses-V03_dir-PA_run-2_epi.nii.gz,2.5,SYNTHETIC
sub-240158,ses-V04,1,epi,AP,,sub-240158/ses-V04/fmap/sub-240158_ses-V04_dir-AP_run-1_epi.nii.gz,1.5,SYNTHETIC
sub-240158,ses-V04,2,epi,AP,,sub-240158/ses-V04/fmap/sub-240158_ses-V04_dir-AP_run-2_epi.nii.gz,2.0,SYNTHETIC
sub-240158,ses-V04,1,epi,PA,,sub-240158/ses-V04/fmap/sub-240158_ses-V04_dir-PA_run-1_epi.nii.gz,1.5,SYNTHETIC
sub-240158,ses-V04,2,epi,PA,,sub-240158/ses-V04/fmap/sub-240158_ses-V04_dir-PA_run-2_epi.nii.gz,2.0,SYNTHETIC
sub-246699,ses-V03,1,epi,AP,,sub-246699/ses-V03/fmap/sub-246699_ses-V03_dir-AP_run-1_epi.nii.gz,3.0,SYNTHETIC
sub-246699,ses-V03,2,epi,AP,,sub-246699/ses-V03/fmap/sub-246699_ses-V03_dir-AP_run-2_epi.nii.gz,3.0,SYNTHETIC
sub-246699,ses-V03,1,epi,PA,,sub-246699/ses-V03/fmap/sub-246699_ses-V03_dir-PA_run-1_epi.nii.gz,3.0,SYNTHETIC
sub-246699,ses-V03,2,epi,PA,,sub-246699/ses-V03/fmap/sub-246699_ses-V03_dir-PA_run-2_epi.nii.gz,2.0,SYNTHETIC
